# BUSCO version is: 5.5.0 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
7237at4891	Complete	h1tg000003l_path:207846-209495	207846	209495	+	816.6	454	https://www.orthodb.org/v10?query=7237at4891	GroEL-like apical domain superfamily
7263at4891	Complete	h1tg000002l_path:238547-241276	238547	241276	+	538.7	522	https://www.orthodb.org/v10?query=7263at4891	HECT domain
7265at4891	Fragmented	h1tg000009l_path:36441-37814	36441	37814	+	387.7	311	https://www.orthodb.org/v10?query=7265at4891	Phosphoinositide phospholipase C
7296at4891	Complete	h1tg000012l_path:716335-714695	716335	714695	-	703.7	434	https://www.orthodb.org/v10?query=7296at4891	Imidazole glycerol phosphate synthase hisHF
7300at4891	Complete	h1tg000008l_path:573631-575079	573631	575079	+	530.2	411	https://www.orthodb.org/v10?query=7300at4891	Vacuolar protein sorting-associated protein 17
7327at4891	Complete	h1tg000014l_path:340056-338205	340056	338205	-	393.2	430	https://www.orthodb.org/v10?query=7327at4891	Armadillo-type fold
7349at4891	Complete	h1tg000004l_path:127631-130273	127631	130273	+	409.4	454	https://www.orthodb.org/v10?query=7349at4891	kinase-like protein
7363at4891	Complete	h1tg000003l_path:633470-635533	633470	635533	+	525.6	463	https://www.orthodb.org/v10?query=7363at4891	phosphatases II
7364at4891	Complete	h1tg000008l_path:742111-739418	742111	739418	-	1047.5	661	https://www.orthodb.org/v10?query=7364at4891	Mitochondrial dynamin-like GTPase
7407at4891	Complete	h1tg000004l_path:487620-485401	487620	485401	-	520.1	387	https://www.orthodb.org/v10?query=7407at4891	ATP-dependent RNA helicase DBP7
7410at4891	Complete	h1tg000004l_path:372084-374357	372084	374357	+	425.5	406	https://www.orthodb.org/v10?query=7410at4891	Zinc finger, RING-type
7422at4891	Complete	h1tg000005l_path:819316-821508	819316	821508	+	520.6	517	https://www.orthodb.org/v10?query=7422at4891	BRCT domain
7432at4891	Complete	h1tg000015l_path:502547-500297	502547	500297	-	452.4	420	https://www.orthodb.org/v10?query=7432at4891	Rad4 beta-hairpin domain 2
7444at4891	Complete	h1tg000002l_path:740161-741870	740161	741870	+	886.1	474	https://www.orthodb.org/v10?query=7444at4891	glutamine-hydrolyzing asparagine synthase
7446at4891	Complete	h1tg000007l_path:761074-759356	761074	759356	-	545.9	443	https://www.orthodb.org/v10?query=7446at4891	GPI transamidase component GAA1
7491at4891	Complete	h1tg000012l_path:37106-38686	37106	38686	+	915.8	463	https://www.orthodb.org/v10?query=7491at4891	ATP synthase subunit alpha
7514at4891	Complete	h1tg000016l_path:502381-504075	502381	504075	+	386.3	354	https://www.orthodb.org/v10?query=7514at4891	5'-Nucleotidase/apyrase
7515at4891	Complete	h1tg000005l_path:214247-216213	214247	216213	+	448.9	485	https://www.orthodb.org/v10?query=7515at4891	Nucleoporin NDC1
7523at4891	Complete	h1tg000002l_path:45651-48662	45651	48662	+	333.5	576	https://www.orthodb.org/v10?query=7523at4891	Importin subunit beta-5
7579at4891	Complete	h1tg000014l_path:199916-201499	199916	201499	+	797.4	445	https://www.orthodb.org/v10?query=7579at4891	T-complex protein 1 subunit delta
7582at4891	Complete	h1tg000009l_path:153121-151634	153121	151634	-	606.7	361	https://www.orthodb.org/v10?query=7582at4891	tRNA pseudouridine synthase
7589at4891	Complete	h1tg000009l_path:506975-505011	506975	505011	-	646.6	449	https://www.orthodb.org/v10?query=7589at4891	Methylenetetrahydrofolate reductase
7600at4891	Duplicated	h1tg000006l_path:630916-629600	630916	629600	-	736.4	374	https://www.orthodb.org/v10?query=7600at4891	Citrate synthase
7600at4891	Duplicated	h1tg000013l_path:122338-120977	122338	120977	-	685.4	376	https://www.orthodb.org/v10?query=7600at4891	Citrate synthase
7621at4891	Complete	h1tg000014l_path:808295-810334	808295	810334	+	771.4	402	https://www.orthodb.org/v10?query=7621at4891	Translation elongation factor EFTu/EF1A, C-terminal
7633at4891	Complete	h1tg000002l_path:589585-586598	589585	586598	-	686.3	647	https://www.orthodb.org/v10?query=7633at4891	RNA polymerase III type 2 promoter sequence-specific DNA binding
7692at4891	Complete	h1tg000003l_path:507594-509905	507594	509905	+	774.4	552	https://www.orthodb.org/v10?query=7692at4891	Chloride channel protein
7721at4891	Complete	h1tg000006l_path:581918-583315	581918	583315	+	311.3	311	https://www.orthodb.org/v10?query=7721at4891	Sorting assembly machinery 50 kDa subunit
7722at4891	Complete	h1tg000012l_path:664565-662883	664565	662883	-	533.5	449	https://www.orthodb.org/v10?query=7722at4891	acetyl-CoA transmembrane transporter activity
7758at4891	Complete	h1tg000004l_path:353763-355322	353763	355322	+	523.2	399	https://www.orthodb.org/v10?query=7758at4891	DNA primase large subunit
7831at4891	Complete	h1tg000005l_path:866155-864626	866155	864626	-	826.9	448	https://www.orthodb.org/v10?query=7831at4891	Amidophosphoribosyltransferase
7840at4891	Complete	h1tg000006l_path:183000-185123	183000	185123	+	864.6	588	https://www.orthodb.org/v10?query=7840at4891	Cysteinyl-tRNA synthetase
7896at4891	Complete	h1tg000005l_path:453282-451438	453282	451438	-	494.3	407	https://www.orthodb.org/v10?query=7896at4891	WD40-repeat-containing domain
7917at4891	Complete	h1tg000002l_path:639713-637956	639713	637956	-	109.8	335	https://www.orthodb.org/v10?query=7917at4891	Peroxisomal biogenesis factor 8
7920at4891	Complete	h1tg000007l_path:531061-530012	531061	530012	-	581.6	308	https://www.orthodb.org/v10?query=7920at4891	Nop domain
7923at4891	Complete	h1tg000016l_path:126109-124571	126109	124571	-	534.6	341	https://www.orthodb.org/v10?query=7923at4891	Putative oxidoreductase TDA3
7925at4891	Complete	h1tg000002l_path:668392-670101	668392	670101	+	608.1	372	https://www.orthodb.org/v10?query=7925at4891	Non-specific serine/threonine protein kinase
7956at4891	Complete	h1tg000015l_path:237184-235838	237184	235838	-	754.1	374	https://www.orthodb.org/v10?query=7956at4891	Adenosylhomocysteinase
7966at4891	Complete	h1tg000014l_path:1052054-1050429	1052054	1050429	-	632.3	395	https://www.orthodb.org/v10?query=7966at4891	Pyridoxal phosphate-dependent transferase
7982at4891	Complete	h1tg000009l_path:752690-750029	752690	750029	-	802.5	610	https://www.orthodb.org/v10?query=7982at4891	Multiple RNA-binding domain-containing protein 1
8010at4891	Complete	h1tg000012l_path:490254-488932	490254	488932	-	704.9	375	https://www.orthodb.org/v10?query=8010at4891	Trehalose-6-phosphate synthase
8023at4891	Complete	h1tg000016l_path:338235-340130	338235	340130	+	485.6	457	https://www.orthodb.org/v10?query=8023at4891	SH3 domain
8037at4891	Complete	h1tg000007l_path:519969-517888	519969	517888	-	260.0	406	https://www.orthodb.org/v10?query=8037at4891	Tetratricopeptide-like helical domain superfamily
8044at4891	Complete	h1tg000009l_path:103191-104603	103191	104603	+	749.2	389	https://www.orthodb.org/v10?query=8044at4891	RuvB-like helicase
8064at4891	Complete	h1tg000011l_path:124879-126672	124879	126672	+	757.8	508	https://www.orthodb.org/v10?query=8064at4891	Protein phosphatase PP2A regulatory subunit A
8065at4891	Fragmented	h1tg000012l_path:184810-185940	184810	185940	+	256.8	245	https://www.orthodb.org/v10?query=8065at4891	AP endonuclease 1
8084at4891	Complete	h1tg000012l_path:486616-484739	486616	484739	-	557.8	525	https://www.orthodb.org/v10?query=8084at4891	Transcription factor IIIC, subunit 5
8097at4891	Complete	h1tg000012l_path:158257-153872	158257	153872	-	240.9	438	https://www.orthodb.org/v10?query=8097at4891	Protein STU1
8134at4891	Fragmented	h1tg000014l_path:1049344-1046348	1049344	1046348	-	677.8	484	https://www.orthodb.org/v10?query=8134at4891	mRNA binding
8178at4891	Complete	h1tg000003l_path:456078-457610	456078	457610	+	613.7	394	https://www.orthodb.org/v10?query=8178at4891	Sulfate adenylyltransferase
8179at4891	Complete	h1tg000016l_path:510446-511720	510446	511720	+	624.0	311	https://www.orthodb.org/v10?query=8179at4891	Non-specific serine/threonine protein kinase
8205at4891	Complete	h1tg000009l_path:659977-661839	659977	661839	+	522.2	440	https://www.orthodb.org/v10?query=8205at4891	NADPH-dependent diflavin oxidoreductase 1
8222at4891	Complete	h1tg000002l_path:842729-841068	842729	841068	-	612.3	465	https://www.orthodb.org/v10?query=8222at4891	Aminoacyl-tRNA synthetase, class Ia, anticodon-binding
8224at4891	Complete	h1tg000016l_path:38372-36394	38372	36394	-	524.8	415	https://www.orthodb.org/v10?query=8224at4891	Glycerol kinase
8231at4891	Complete	h1tg000005l_path:192859-194865	192859	194865	+	671.5	481	https://www.orthodb.org/v10?query=8231at4891	acyltransferase ChoActase/COT/CPT
8253at4891	Complete	h1tg000004l_path:417125-411871	417125	411871	-	484.8	788	https://www.orthodb.org/v10?query=8253at4891	Nucleolar pre-ribosomal-associated protein 1
8274at4891	Complete	h1tg000007l_path:228031-225988	228031	225988	-	533.6	431	https://www.orthodb.org/v10?query=8274at4891	Sterile alpha motif domain
8285at4891	Complete	h1tg000017l_path:83298-84878	83298	84878	+	839.7	455	https://www.orthodb.org/v10?query=8285at4891	GroEL-like apical domain superfamily
8291at4891	Complete	h1tg000004l_path:34125-31960	34125	31960	-	416.3	496	https://www.orthodb.org/v10?query=8291at4891	WD40-repeat-containing domain
8311at4891	Complete	h1tg000014l_path:1362969-1364813	1362969	1364813	+	585.4	439	https://www.orthodb.org/v10?query=8311at4891	Endopolyphosphatase
8330at4891	Complete	h1tg000016l_path:182747-184108	182747	184108	+	762.1	398	https://www.orthodb.org/v10?query=8330at4891	Delta-1-pyrroline-5-carboxylate dehydrogenase
8344at4891	Complete	h1tg000006l_path:723063-721107	723063	721107	-	695.1	397	https://www.orthodb.org/v10?query=8344at4891	Nucleolar GTP-binding protein 2
8353at4891	Duplicated	h1tg000002l_path:352368-350791	352368	350791	-	671.1	465	https://www.orthodb.org/v10?query=8353at4891	Glycerol uptake protein 1
8353at4891	Duplicated	h1tg000009l_path:189133-190941	189133	190941	+	591.4	459	https://www.orthodb.org/v10?query=8353at4891	Glycerol uptake protein 1
8365at4891	Complete	h1tg000014l_path:1135307-1133151	1135307	1133151	-	462.6	455	https://www.orthodb.org/v10?query=8365at4891	Transcription factor 25
8380at4891	Complete	h1tg000007l_path:936669-934849	936669	934849	-	214.8	347	https://www.orthodb.org/v10?query=8380at4891	Origin recognition complex subunit 3
8437at4891	Complete	h1tg000015l_path:51645-48601	51645	48601	-	482.6	671	https://www.orthodb.org/v10?query=8437at4891	DNA polymerase V
8466at4891	Complete	h1tg000012l_path:759922-757526	759922	757526	-	381.5	377	https://www.orthodb.org/v10?query=8466at4891	Dual specificity phosphatase
8471at4891	Complete	h1tg000002l_path:141917-140577	141917	140577	-	598.0	332	https://www.orthodb.org/v10?query=8471at4891	Histone deacetylase
8475at4891	Complete	h1tg000012l_path:74694-73090	74694	73090	-	413.7	363	https://www.orthodb.org/v10?query=8475at4891	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial
8487at4891	Complete	h1tg000014l_path:1320024-1321832	1320024	1321832	+	252.5	387	https://www.orthodb.org/v10?query=8487at4891	Sorting nexin-41
8543at4891	Complete	h1tg000015l_path:347462-343407	347462	343407	-	636.6	757	https://www.orthodb.org/v10?query=8543at4891	Rapamycin-insensitive companion of mTOR, domain 4
8550at4891	Fragmented	h1tg000015l_path:329293-330273	329293	330273	+	489.9	285	https://www.orthodb.org/v10?query=8550at4891	Threonine dehydratase
8551at4891	Complete	h1tg000004l_path:38140-36723	38140	36723	-	562.4	369	https://www.orthodb.org/v10?query=8551at4891	Indole-3-glycerol phosphate synthase
8562at4891	Complete	h1tg000009l_path:627747-625259	627747	625259	-	632.1	521	https://www.orthodb.org/v10?query=8562at4891	AP-1 complex subunit gamma
8568at4891	Complete	h1tg000004l_path:174270-175670	174270	175670	+	751.4	368	https://www.orthodb.org/v10?query=8568at4891	26S Proteasome regulatory subunit 7
8584at4891	Complete	h1tg000014l_path:482116-479036	482116	479036	-	410.8	319	https://www.orthodb.org/v10?query=8584at4891	Kinase
8596at4891	Complete	h1tg000002l_path:299901-298354	299901	298354	-	453.8	321	https://www.orthodb.org/v10?query=8596at4891	Transcription initiation factor TFIID subunit 6
8686at4891	Fragmented	h1tg000014l_path:1225889-1225098	1225889	1225098	-	418.4	225	https://www.orthodb.org/v10?query=8686at4891	Mitochondrial chaperone BCS1
8689at4891	Complete	h1tg000005l_path:325656-327041	325656	327041	+	361.0	302	https://www.orthodb.org/v10?query=8689at4891	AF1104-like superfamily
8708at4891	Complete	h1tg000003l_path:647461-648993	647461	648993	+	938.4	441	https://www.orthodb.org/v10?query=8708at4891	ATP synthase subunit beta
8737at4891	Complete	h1tg000013l_path:94214-92799	94214	92799	-	700.0	362	https://www.orthodb.org/v10?query=8737at4891	Pyridoxal phosphate-dependent transferase
8758at4891	Complete	h1tg000014l_path:305160-306499	305160	306499	+	709.1	380	https://www.orthodb.org/v10?query=8758at4891	p-loop containing nucleoside triphosphate hydrolase protein
8759at4891	Complete	h1tg000005l_path:716531-717880	716531	717880	+	282.1	265	https://www.orthodb.org/v10?query=8759at4891	Ubiquitinyl hydrolase 1
8762at4891	Complete	h1tg000007l_path:381218-382708	381218	382708	+	554.3	371	https://www.orthodb.org/v10?query=8762at4891	ATP-dependent RNA helicase DBP9
8855at4891	Complete	h1tg000016l_path:61284-59127	61284	59127	-	431.4	409	https://www.orthodb.org/v10?query=8855at4891	Nitrogen permease regulator 3
8903at4891	Complete	h1tg000005l_path:592419-590440	592419	590440	-	587.5	386	https://www.orthodb.org/v10?query=8903at4891	HAD superfamily
8923at4891	Complete	h1tg000002l_path:958243-954710	958243	954710	-	719.4	760	https://www.orthodb.org/v10?query=8923at4891	Ankyrin repeat-containing domain
8944at4891	Complete	h1tg000008l_path:453780-452155	453780	452155	-	592.0	420	https://www.orthodb.org/v10?query=8944at4891	Alpha-1,3-glucosyltransferase
8978at4891	Complete	h1tg000016l_path:227570-225921	227570	225921	-	633.3	459	https://www.orthodb.org/v10?query=8978at4891	Heat shock protein 70 family
8998at4891	Fragmented	h1tg000006l_path:40959-41708	40959	41708	+	383.3	218	https://www.orthodb.org/v10?query=8998at4891	WD40-repeat-containing domain
9012at4891	Complete	h1tg000004l_path:549918-551642	549918	551642	+	602.1	449	https://www.orthodb.org/v10?query=9012at4891	tRNA (uracil(54)-C(5))-methyltransferase
9030at4891	Fragmented	h1tg000007l_path:923575-869298	923575	869298	-	669.4	482	https://www.orthodb.org/v10?query=9030at4891	Zinc finger, RING-type
9032at4891	Complete	h1tg000014l_path:841952-840564	841952	840564	-	744.2	399	https://www.orthodb.org/v10?query=9032at4891	RuvB-like helicase
9039at4891	Complete	h1tg000014l_path:693166-691505	693166	691505	-	499.7	348	https://www.orthodb.org/v10?query=9039at4891	tRNA (guanine(26)-N(2))-dimethyltransferase
9061at4891	Complete	h1tg000017l_path:407605-406229	407605	406229	-	628.4	401	https://www.orthodb.org/v10?query=9061at4891	Metal-dependent hydrolase
9096at4891	Complete	h1tg000016l_path:445881-447755	445881	447755	+	594.1	395	https://www.orthodb.org/v10?query=9096at4891	Ubiquitin-like modifier-activating enzyme ATG7
9152at4891	Complete	h1tg000005l_path:135547-137202	135547	137202	+	659.8	442	https://www.orthodb.org/v10?query=9152at4891	FACT complex subunit POB3
9157at4891	Complete	h1tg000002l_path:338077-341998	338077	341998	+	339.3	472	https://www.orthodb.org/v10?query=9157at4891	Peptidase S59, nucleoporin
9175at4891	Complete	h1tg000007l_path:153600-155571	153600	155571	+	668.4	488	https://www.orthodb.org/v10?query=9175at4891	tRNA-dihydrouridine(47) synthase 
9223at4891	Complete	h1tg000016l_path:439214-437334	439214	437334	-	581.9	442	https://www.orthodb.org/v10?query=9223at4891	Tetratricopeptide repeat
9258at4891	Complete	h1tg000003l_path:383726-386011	383726	386011	+	963.3	594	https://www.orthodb.org/v10?query=9258at4891	RNA helicase
9267at4891	Complete	h1tg000001l_path:176845-178353	176845	178353	+	719.6	377	https://www.orthodb.org/v10?query=9267at4891	Phenylalanyl-tRNA synthetase
9294at4891	Complete	h1tg000015l_path:73874-75418	73874	75418	+	583.9	384	https://www.orthodb.org/v10?query=9294at4891	Guanosine-diphosphatase
9322at4891	Complete	h1tg000001l_path:30424-31845	30424	31845	+	700.0	416	https://www.orthodb.org/v10?query=9322at4891	Peptidase M20
9420at4891	Complete	h1tg000005l_path:720462-718387	720462	718387	-	513.7	367	https://www.orthodb.org/v10?query=9420at4891	Mre11, DNA-binding
9436at4891	Complete	h1tg000009l_path:375863-377268	375863	377268	+	636.0	402	https://www.orthodb.org/v10?query=9436at4891	Glutathione reductase
9446at4891	Complete	h1tg000009l_path:713631-712213	713631	712213	-	581.5	352	https://www.orthodb.org/v10?query=9446at4891	Signal recognition particle 54 kDa protein
9457at4891	Missing
9466at4891	Complete	h1tg000016l_path:141826-140483	141826	140483	-	743.9	387	https://www.orthodb.org/v10?query=9466at4891	Argininosuccinate lyase
9469at4891	Complete	h1tg000007l_path:233698-232253	233698	232253	-	851.8	421	https://www.orthodb.org/v10?query=9469at4891	Adenylosuccinate lyase
9476at4891	Complete	h1tg000008l_path:566609-564906	566609	564906	-	754.7	461	https://www.orthodb.org/v10?query=9476at4891	Phosphoribosylaminoimidazole carboxylase
9507at4891	Complete	h1tg000006l_path:678743-680383	678743	680383	+	419.6	421	https://www.orthodb.org/v10?query=9507at4891	Mannosyltransferase
9509at4891	Complete	h1tg000002l_path:330781-329066	330781	329066	-	449.2	371	https://www.orthodb.org/v10?query=9509at4891	Sec1-like protein
9513at4891	Complete	h1tg000003l_path:236319-234295	236319	234295	-	588.4	441	https://www.orthodb.org/v10?query=9513at4891	Glutamate--cysteine ligase
9525at4891	Complete	h1tg000006l_path:715340-714003	715340	714003	-	656.6	364	https://www.orthodb.org/v10?query=9525at4891	Saccharopine dehydrogenase 
9553at4891	Complete	h1tg000005l_path:20438-19056	20438	19056	-	646.0	377	https://www.orthodb.org/v10?query=9553at4891	hydroxymethylglutaryl-CoA synthase
9594at4891	Complete	h1tg000016l_path:159601-158204	159601	158204	-	551.2	375	https://www.orthodb.org/v10?query=9594at4891	Peptidase M16, C-terminal
9605at4891	Complete	h1tg000014l_path:1422632-1424557	1422632	1424557	+	360.4	395	https://www.orthodb.org/v10?query=9605at4891	Vps52
9609at4891	Fragmented	h1tg000007l_path:467343-465955	467343	465955	-	443.6	331	https://www.orthodb.org/v10?query=9609at4891	DNA topoisomerase
9633at4891	Complete	h1tg000005l_path:850655-849141	850655	849141	-	887.6	419	https://www.orthodb.org/v10?query=9633at4891	RNA helicase
9643at4891	Complete	h1tg000005l_path:413864-415771	413864	415771	+	224.8	377	https://www.orthodb.org/v10?query=9643at4891	Zinc finger, PHD-type
9655at4891	Complete	h1tg000014l_path:1440652-1438034	1440652	1438034	-	261.4	610	https://www.orthodb.org/v10?query=9655at4891	Vam6/VPS39/TRAP1 family
9657at4891	Complete	h1tg000008l_path:219503-220762	219503	220762	+	691.3	360	https://www.orthodb.org/v10?query=9657at4891	Argininosuccinate synthase
9668at4891	Complete	h1tg000012l_path:242883-244244	242883	244244	+	586.5	363	https://www.orthodb.org/v10?query=9668at4891	Polyprenyl synthetase
9680at4891	Complete	h1tg000001l_path:124913-126730	124913	126730	+	554.0	458	https://www.orthodb.org/v10?query=9680at4891	RNA helicase
9718at4891	Complete	h1tg000017l_path:237587-235646	237587	235646	-	597.5	448	https://www.orthodb.org/v10?query=9718at4891	LCCL domain
9724at4891	Complete	h1tg000012l_path:528303-530549	528303	530549	+	648.9	521	https://www.orthodb.org/v10?query=9724at4891	P-loop containing nucleoside triphosphate hydrolase protein
9757at4891	Complete	h1tg000002l_path:690444-693293	690444	693293	+	849.1	640	https://www.orthodb.org/v10?query=9757at4891	Rab-GTPase-TBC domain
9759at4891	Complete	h1tg000008l_path:493263-491641	493263	491641	-	574.8	446	https://www.orthodb.org/v10?query=9759at4891	PPM-type phosphatase domain
9767at4891	Complete	h1tg000015l_path:34515-36352	34515	36352	+	411.3	317	https://www.orthodb.org/v10?query=9767at4891	Nitrogen permease regulator 2
9782at4891	Complete	h1tg000015l_path:126720-128372	126720	128372	+	246.8	358	https://www.orthodb.org/v10?query=9782at4891	YjeF N-terminal domain
9784at4891	Complete	h1tg000002l_path:321954-323399	321954	323399	+	600.8	377	https://www.orthodb.org/v10?query=9784at4891	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
9816at4891	Complete	h1tg000003l_path:186692-185571	186692	185571	-	445.1	292	https://www.orthodb.org/v10?query=9816at4891	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61
9821at4891	Complete	h1tg000008l_path:787733-789157	787733	789157	+	454.8	362	https://www.orthodb.org/v10?query=9821at4891	Folylpolyglutamate synthase
9846at4891	Complete	h1tg000007l_path:946022-943793	946022	943793	-	691.8	403	https://www.orthodb.org/v10?query=9846at4891	ATP-dependent RNA helicase DEAD-box, conserved site
9862at4891	Complete	h1tg000004l_path:370143-371642	370143	371642	+	737.7	396	https://www.orthodb.org/v10?query=9862at4891	UTP--glucose-1-phosphate uridylyltransferase
9897at4891	Complete	h1tg000009l_path:356116-357976	356116	357976	+	559.1	432	https://www.orthodb.org/v10?query=9897at4891	Aminoacyl-tRNA synthetase, class II
9903at4891	Complete	h1tg000003l_path:180013-178412	180013	178412	-	457.7	236	https://www.orthodb.org/v10?query=9903at4891	kinase-like protein
9921at4891	Complete	h1tg000012l_path:774599-776158	774599	776158	+	603.9	396	https://www.orthodb.org/v10?query=9921at4891	Peptide hydrolase
9922at4891	Complete	h1tg000004l_path:452456-454330	452456	454330	+	195.5	186	https://www.orthodb.org/v10?query=9922at4891	Bromodomain
9948at4891	Missing
9950at4891	Complete	h1tg000009l_path:639670-638171	639670	638171	-	704.0	410	https://www.orthodb.org/v10?query=9950at4891	Histidine-tRNA ligase
9958at4891	Complete	h1tg000006l_path:510493-512346	510493	512346	+	859.2	577	https://www.orthodb.org/v10?query=9958at4891	RNA (C5-cytosine) methyltransferase
9995at4891	Complete	h1tg000005l_path:859946-858283	859946	858283	-	465.4	386	https://www.orthodb.org/v10?query=9995at4891	Pyridoxal phosphate-dependent transferase
10002at4891	Complete	h1tg000006l_path:538325-539761	538325	539761	+	341.9	289	https://www.orthodb.org/v10?query=10002at4891	GDP-Man
10099at4891	Complete	h1tg000012l_path:209680-212200	209680	212200	+	550.4	438	https://www.orthodb.org/v10?query=10099at4891	Protein HIR
10130at4891	Fragmented	h1tg000009l_path:394898-396898	394898	396898	+	212.4	369	https://www.orthodb.org/v10?query=10130at4891	BRO1 domain
10138at4891	Complete	h1tg000006l_path:174275-172570	174275	172570	-	341.2	271	https://www.orthodb.org/v10?query=10138at4891	RNA-binding domain superfamily
10174at4891	Complete	h1tg000012l_path:153625-151772	153625	151772	-	392.6	325	https://www.orthodb.org/v10?query=10174at4891	DNA polymerase alpha subunit B
10189at4891	Complete	h1tg000014l_path:489429-490802	489429	490802	+	784.4	406	https://www.orthodb.org/v10?query=10189at4891	Serine-tRNA ligase
10194at4891	Complete	h1tg000014l_path:950514-952349	950514	952349	+	456.1	426	https://www.orthodb.org/v10?query=10194at4891	Peroxisomal targeting signal receptor
10201at4891	Complete	h1tg000009l_path:889934-891835	889934	891835	+	441.3	427	https://www.orthodb.org/v10?query=10201at4891	DNA polymerase epsilon subunit B
10233at4891	Complete	h1tg000008l_path:802862-801528	802862	801528	-	243.0	285	https://www.orthodb.org/v10?query=10233at4891	mRNA cleavage and polyadenylation factor CLP1
10256at4891	Complete	h1tg000009l_path:719243-716961	719243	716961	-	425.0	393	https://www.orthodb.org/v10?query=10256at4891	lipid binding
10279at4891	Complete	h1tg000002l_path:85107-87488	85107	87488	+	633.2	498	https://www.orthodb.org/v10?query=10279at4891	Kinesin-like protein
10313at4891	Complete	h1tg000002l_path:147439-146006	147439	146006	-	609.0	346	https://www.orthodb.org/v10?query=10313at4891	Protein phosphatase PP2A regulatory subunit B
10332at4891	Complete	h1tg000007l_path:306414-308699	306414	308699	+	451.5	506	https://www.orthodb.org/v10?query=10332at4891	Actin interacting protein 3, C-terminal
10341at4891	Complete	h1tg000009l_path:800004-802781	800004	802781	+	450.9	576	https://www.orthodb.org/v10?query=10341at4891	WD40/YVTN repeat-like-containing domain superfamily
10342at4891	Complete	h1tg000008l_path:260214-263483	260214	263483	+	705.2	975	https://www.orthodb.org/v10?query=10342at4891	P-loop containing nucleoside triphosphate hydrolase protein
10350at4891	Complete	h1tg000002l_path:362028-360473	362028	360473	-	642.4	356	https://www.orthodb.org/v10?query=10350at4891	ATP-dependent RNA helicase DBP3
10359at4891	Complete	h1tg000002l_path:979338-978139	979338	978139	-	525.9	332	https://www.orthodb.org/v10?query=10359at4891	Succinate--CoA ligase 
10361at4891	Complete	h1tg000009l_path:658390-659712	658390	659712	+	505.3	333	https://www.orthodb.org/v10?query=10361at4891	Ferrodoxin-fold anticodon-binding domain
10391at4891	Complete	h1tg000014l_path:381333-378837	381333	378837	-	629.4	475	https://www.orthodb.org/v10?query=10391at4891	Tetratricopeptide repeat
10450at4891	Complete	h1tg000007l_path:731319-733268	731319	733268	+	665.7	470	https://www.orthodb.org/v10?query=10450at4891	DNA replication origin binding
10497at4891	Complete	h1tg000009l_path:644640-646058	644640	646058	+	267.9	301	https://www.orthodb.org/v10?query=10497at4891	ATPase, V1 complex, subunit H, C-terminal
10591at4891	Complete	h1tg000014l_path:728221-730209	728221	730209	+	296.8	415	https://www.orthodb.org/v10?query=10591at4891	Similar to Saccharomyces cerevisiae YDR137W RGP1 Subunit of a Golgi membrane exchange factor (Ric1p-Rgp1p) that catalyzes nucleotide exchange on Ypt6p
10608at4891	Complete	h1tg000008l_path:87112-85802	87112	85802	-	489.7	329	https://www.orthodb.org/v10?query=10608at4891	tRNA guanosine-2'-O-methyltransferase
10618at4891	Complete	h1tg000014l_path:281775-280237	281775	280237	-	400.5	266	https://www.orthodb.org/v10?query=10618at4891	Protein kinase domain
10619at4891	Complete	h1tg000009l_path:150166-148559	150166	148559	-	426.3	372	https://www.orthodb.org/v10?query=10619at4891	Thiamine phosphate synthase
10626at4891	Complete	h1tg000015l_path:251835-253721	251835	253721	+	596.6	443	https://www.orthodb.org/v10?query=10626at4891	Oxoglutarate/iron-dependent dioxygenase
10638at4891	Complete	h1tg000005l_path:108871-110108	108871	110108	+	553.8	319	https://www.orthodb.org/v10?query=10638at4891	tRNA-dihydrouridine synthase
10646at4891	Complete	h1tg000004l_path:78613-77282	78613	77282	-	502.4	336	https://www.orthodb.org/v10?query=10646at4891	Aminoacyl-tRNA synthetase, class II
10649at4891	Complete	h1tg000007l_path:824592-826394	824592	826394	+	382.4	310	https://www.orthodb.org/v10?query=10649at4891	WD40-repeat-containing domain
10660at4891	Complete	h1tg000007l_path:87284-85333	87284	85333	-	714.6	485	https://www.orthodb.org/v10?query=10660at4891	Coronin
10670at4891	Complete	h1tg000002l_path:500061-498634	500061	498634	-	329.7	377	https://www.orthodb.org/v10?query=10670at4891	SWR1-complex protein 4
10684at4891	Complete	h1tg000012l_path:620758-622404	620758	622404	+	427.1	353	https://www.orthodb.org/v10?query=10684at4891	SH3 domain
10695at4891	Complete	h1tg000017l_path:85407-87830	85407	87830	+	346.3	432	https://www.orthodb.org/v10?query=10695at4891	Cadherin-like
10719at4891	Complete	h1tg000009l_path:838307-836580	838307	836580	-	246.3	334	https://www.orthodb.org/v10?query=10719at4891	NCA2-domain-containing protein
10727at4891	Complete	h1tg000014l_path:671222-672895	671222	672895	+	250.3	285	https://www.orthodb.org/v10?query=10727at4891	TRAPP III complex, Trs85
